Longevity,Education,Sex,Age,Activity,Sport,Family,IsAlone,SocialStatus,AgeRanges
0,3,1.0,0.2,0.035133605293463196,0.0,2,0.0,0.874251497005988,2.0
1,3,1.0,0.2,0.02193898463880702,1.0,1,0.0,0.874251497005988,2.0
0,3,1.0,0.5,0.018503698787890616,0.0,1,0.0,0.9281437125748503,4.0
0,2,1.0,0.3,0.04098920617570707,1.0,1,0.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.015419748989908848,0.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.0,0.08115862822789999,0.0,3,0.0,0.41916167664670656,1.0
1,3,1.0,0.2,0.01538071165069389,1.0,0,1.0,0.874251497005988,2.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.030253937891593308,1.0,1,0.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.04231647570901567,1.0,2,0.0,0.8922155688622755,3.0
0,3,1.0,0.2,0.034743231901313607,1.0,1,0.0,0.874251497005988,2.0
0,3,0.0,0.1,0.07746959967208635,1.0,5,0.0,0.8562874251497006,2.0
0,3,0.0,0.3,0.015224562293834053,1.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.6,0.1497667518981906,1.0,1,0.0,0.03592814371257485,4.0
1,2,1.0,0.4,0.05074854097944684,0.0,1,0.0,0.46706586826347307,3.0
0,1,0.0,0.8,0.12097671422715828,0.0,1,0.0,0.04790419161676647,5.0
1,1,0.0,0.3,0.06929127710655242,1.0,0,1.0,0.017964071856287425,3.0
1,2,1.0,0.3,0.020494603087853534,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.4,0.014111998126207718,1.0,0,1.0,0.9101796407185628,3.0
1,2,1.0,0.1,0.054164308160755764,1.0,3,0.0,0.4311377245508982,2.0
0,3,0.0,0.1,0.0915425604590791,1.0,7,0.0,0.8562874251497006,2.0
0,3,0.0,0.3,0.014111998126207718,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.5,0.15614935685983644,1.0,0,1.0,0.029940119760479042,4.0
0,1,0.0,0.6,0.1629418538832393,0.0,1,0.0,0.03592814371257485,4.0
0,3,0.0,0.1,0.05445708820486796,1.0,5,0.0,0.8562874251497006,2.0
0,1,0.0,0.3,0.05410575215193333,1.0,0,1.0,0.017964071856287425,3.0
1,3,0.0,0.3,0.02976597115140632,1.0,2,0.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.020494603087853534,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.2,0.015927234399703318,0.0,0,1.0,0.874251497005988,2.0
1,3,1.0,0.2,0.015478304998731287,0.0,6,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.016903167880077292,1.0,2,0.0,0.8922155688622755,3.0
0,2,0.0,0.4,0.020494603087853534,0.0,0,1.0,0.46706586826347307,3.0
0,3,1.0,0.2,0.0915425604590791,1.0,7,0.0,0.874251497005988,2.0
0,2,0.0,0.3,0.1434622216149747,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.028204477582807957,0.0,1,0.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.11028048328225948,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.014931782249721859,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015419748989908848,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
1,2,0.0,0.0,0.05660414186169071,1.0,2,0.0,0.41916167664670656,1.0
1,3,1.0,0.4,0.024359299670134484,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.017566802646731598,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.018542736127105577,0.0,0,1.0,0.9101796407185628,3.0
1,3,1.0,0.3,0.015205043624226573,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.4,0.09193293385122871,0.0,0,1.0,0.023952095808383235,3.0
1,2,1.0,0.2,0.020494603087853534,1.0,0,1.0,0.4431137724550898,2.0
1,3,1.0,0.4,0.030937091327855094,1.0,3,0.0,0.9101796407185628,3.0
0,3,0.0,0.2,0.0671051861105147,0.0,4,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.3,0.5133410106767122,0.0,5,0.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.015712529034021042,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.01532215564187145,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.6,0.11941522065855992,1.0,1,0.0,0.03592814371257485,4.0
0,3,0.0,0.3,0.04016942205219292,0.0,3,0.0,0.8922155688622755,3.0
0,3,0.0,0.7,0.014151035465422677,1.0,0,1.0,0.9640718562874252,5.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.9,0.06763219018991666,0.0,0,1.0,0.05389221556886228,6.0
1,1,0.0,0.3,0.12367029063299045,1.0,1,0.0,0.017964071856287425,3.0
1,2,1.0,0.4,0.044892940097202974,0.0,1,0.0,0.46706586826347307,3.0
0,2,0.0,0.4,0.05074854097944684,1.0,1,0.0,0.46706586826347307,3.0
0,3,1.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.15085979739620947,1.0,1,0.0,0.017964071856287425,3.0
0,3,0.0,0.4,0.016883649210469816,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.5,0.015478304998731287,1.0,2,0.0,0.9281437125748503,4.0
0,3,0.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
1,3,1.0,0.3,0.014931782249721859,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.3,0.015185524954619093,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.015419748989908848,1.0,0,1.0,0.9281437125748503,4.0
1,3,1.0,0.3,0.04713758710206312,1.0,1,0.0,0.8922155688622755,3.0
0,1,0.0,0.6,0.10149708195889368,1.0,0,1.0,0.03592814371257485,4.0
0,3,1.0,0.2,0.028204477582807957,1.0,1,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.3,0.019186852224152402,1.0,1,0.0,0.8922155688622755,3.0
0,3,1.0,0.2,0.028223996252415437,1.0,0,1.0,0.874251497005988,2.0
0,3,0.0,0.3,0.015478304998731287,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.9,0.015126968945796654,1.0,0,1.0,1.0,6.0
0,2,0.0,0.4,0.04098920617570707,1.0,1,0.0,0.46706586826347307,3.0
0,1,0.0,0.3,0.48312611012433393,0.0,1,0.0,0.017964071856287425,3.0
0,3,1.0,0.0,0.06105439853219605,0.0,6,0.0,0.8383233532934131,1.0
0,2,0.0,0.3,0.1434622216149747,1.0,2,0.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.4,0.058692639509691016,0.0,1,0.0,0.46706586826347307,3.0
1,2,1.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,1,0.0,0.7,0.15085979739620947,0.0,1,0.0,0.041916167664670656,5.0
1,3,0.0,0.2,0.02193898463880702,0.0,1,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.3,0.013936330099740402,0.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.04364374524232428,1.0,2,0.0,0.8922155688622755,3.0
0,3,0.0,0.6,0.01362403138602073,1.0,0,1.0,0.9461077844311377,4.0
0,3,0.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.013760662073273085,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.6,0.028302070930845354,0.0,1,0.0,0.9461077844311377,4.0
1,2,1.0,0.4,0.05074854097944684,0.0,1,0.0,0.46706586826347307,3.0
0,2,0.0,0.3,0.02537427048972342,0.0,0,1.0,0.4550898203592814,3.0
0,2,0.0,0.3,0.02937559775925673,1.0,0,1.0,0.4550898203592814,3.0
1,1,1.0,0.2,0.05129506372845627,1.0,2,0.0,0.011976047904191617,2.0
0,1,0.0,0.5,0.10364413561571643,0.0,1,0.0,0.029940119760479042,4.0
0,3,0.0,0.2,0.01799621337809615,1.0,0,1.0,0.874251497005988,2.0
0,1,0.0,0.3,0.15458786329123808,1.0,0,1.0,0.017964071856287425,3.0
0,3,1.0,0.3,0.02976597115140632,1.0,2,0.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.030937091327855094,1.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.013175101985048699,1.0,0,1.0,0.874251497005988,2.0
0,2,0.0,0.2,0.022446470048601487,1.0,0,1.0,0.4431137724550898,2.0
0,2,0.0,0.2,0.07173111080748736,1.0,2,0.0,0.4431137724550898,2.0
1,3,0.0,0.3,0.015224562293834053,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.1,0.0671051861105147,1.0,4,0.0,0.8562874251497006,2.0
0,2,0.0,0.5,0.05074854097944684,0.0,2,0.0,0.47904191616766467,4.0
0,2,0.0,0.5,0.02537427048972342,0.0,0,1.0,0.47904191616766467,4.0
0,2,0.0,0.6,0.02445689301817188,0.0,0,1.0,0.49101796407185627,4.0
1,1,1.0,0.3,0.12999433958581383,0.0,1,0.0,0.017964071856287425,3.0
0,3,0.0,0.7,0.015712529034021042,1.0,0,1.0,0.9640718562874252,5.0
0,3,0.0,0.5,0.028302070930845354,1.0,2,0.0,0.9281437125748503,4.0
0,3,0.0,0.3,0.014268147483067555,0.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.6,0.11980559405070951,0.0,1,0.0,0.03592814371257485,4.0
1,3,1.0,0.2,0.015087931606581695,1.0,0,1.0,0.874251497005988,2.0
0,3,0.0,0.4,0.015712529034021042,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.016903167880077292,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.1357523471200203,1.0,10,0.0,0.8922155688622755,3.0
0,3,0.0,0.6,0.031425058068042085,0.0,1,0.0,0.9461077844311377,4.0
1,2,1.0,0.5,0.0307419046317803,1.0,0,1.0,0.47904191616766467,4.0
0,3,0.0,0.3,0.015185524954619093,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.016903167880077292,1.0,0,1.0,0.874251497005988,2.0
0,3,0.0,0.0,0.07746959967208635,1.0,5,0.0,0.8383233532934131,1.0
1,3,0.0,0.1,0.04007182870415552,0.0,2,0.0,0.8562874251497006,2.0
1,1,1.0,0.3,0.10735268284113755,1.0,1,0.0,0.017964071856287425,3.0
0,3,1.0,0.6,0.05445708820486796,1.0,5,0.0,0.9461077844311377,4.0
0,1,0.0,0.3,0.05061191029219449,0.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.4,0.11028048328225948,1.0,0,1.0,0.9101796407185628,3.0
0,1,0.0,0.8,0.0653875431850565,1.0,0,1.0,0.04790419161676647,5.0
0,3,0.0,0.1,0.05685788456658794,1.0,5,0.0,0.8562874251497006,2.0
1,3,1.0,0.0,0.021724279273124744,1.0,2,0.0,0.8383233532934131,1.0
0,3,0.0,0.3,0.015478304998731287,0.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.7,0.05992231569496223,1.0,0,1.0,0.041916167664670656,5.0
0,3,0.0,0.2,0.01532215564187145,1.0,2,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.049714051490250426,0.0,4,0.0,0.8922155688622755,3.0
0,1,1.0,0.6,0.0560381004430738,1.0,0,1.0,0.03592814371257485,4.0
0,2,0.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.5,0.0,1.0,0,1.0,0.9281437125748503,4.0
0,3,1.0,0.3,0.1357523471200203,1.0,10,0.0,0.8922155688622755,3.0
0,2,0.0,0.3,0.02937559775925673,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.1,0.06126910389787832,1.0,6,0.0,0.8562874251497006,2.0
1,2,0.0,0.0,0.07612281146917026,1.0,3,0.0,0.41916167664670656,1.0
1,3,1.0,0.1,0.04299962914527746,0.0,2,0.0,0.8562874251497006,2.0
0,1,0.0,0.3,0.09759334803739778,1.0,0,1.0,0.017964071856287425,3.0
1,3,1.0,0.3,0.030253937891593308,1.0,1,0.0,0.8922155688622755,3.0
1,1,0.0,0.6,0.05182206780785822,0.0,0,1.0,0.03592814371257485,4.0
0,3,0.0,0.5,0.030253937891593308,1.0,2,0.0,0.9281437125748503,4.0
0,3,0.0,0.5,0.015419748989908848,0.0,0,1.0,0.9281437125748503,4.0
1,2,1.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,2,0.0,0.2,0.02537427048972342,1.0,0,1.0,0.4431137724550898,2.0
1,3,1.0,0.2,0.01532215564187145,1.0,1,0.0,0.874251497005988,2.0
1,2,0.0,0.0,0.05074854097944684,1.0,2,0.0,0.41916167664670656,1.0
1,1,1.0,0.6,0.05410575215193333,1.0,0,1.0,0.03592814371257485,4.0
1,1,1.0,0.7,0.28598754708879043,0.0,0,1.0,0.041916167664670656,5.0
0,3,0.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.016395682470282825,0.0,1,0.0,0.9281437125748503,4.0
1,3,1.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
0,2,1.0,0.3,0.02537427048972342,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.4,0.018542736127105577,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.1357523471200203,0.0,10,0.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.01268713524486171,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.6,0.014111998126207718,0.0,0,1.0,0.9461077844311377,4.0
1,3,0.0,0.2,0.015712529034021042,1.0,0,1.0,0.874251497005988,2.0
0,3,1.0,0.0,0.020416528409423613,1.0,1,0.0,0.8383233532934131,1.0
0,3,0.0,0.4,0.030937091327855094,0.0,1,0.0,0.9101796407185628,3.0
1,3,0.0,0.3,0.03667558019245408,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.2,0.015126968945796654,1.0,0,1.0,0.874251497005988,2.0
1,1,0.0,0.5,0.060507875783186615,0.0,0,1.0,0.029940119760479042,4.0
0,3,0.0,0.3,0.013760662073273085,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.04098920617570707,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.3,0.014151035465422677,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.3,0.015126968945796654,1.0,1,0.0,0.8922155688622755,3.0
1,1,1.0,0.4,0.2211074893135284,0.0,1,0.0,0.023952095808383235,3.0
1,3,1.0,0.3,0.015478304998731287,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.5,0.052700407940194795,1.0,1,0.0,0.47904191616766467,4.0
1,1,1.0,0.4,0.14890793043546152,0.0,0,1.0,0.023952095808383235,3.0
0,2,0.0,0.4,0.020494603087853534,1.0,0,1.0,0.46706586826347307,3.0
1,3,0.0,0.2,0.015712529034021042,1.0,0,1.0,0.874251497005988,2.0
0,2,0.0,0.3,0.02537427048972342,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.6,0.015712529034021042,1.0,0,1.0,0.9461077844311377,4.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.5,0.175668026467316,1.0,1,0.0,0.029940119760479042,4.0
0,3,0.0,0.3,0.018249956082993384,1.0,0,1.0,0.8922155688622755,3.0
1,2,0.0,0.2,0.020494603087853534,0.0,0,1.0,0.4431137724550898,2.0
0,3,0.0,0.3,0.014151035465422677,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.2,0.02537427048972342,1.0,0,1.0,0.4431137724550898,2.0
0,3,1.0,0.3,0.049714051490250426,1.0,4,0.0,0.8922155688622755,3.0
1,1,1.0,0.4,0.1629418538832393,1.0,1,0.0,0.023952095808383235,3.0
0,3,0.0,0.4,0.015185524954619093,1.0,0,1.0,0.9101796407185628,3.0
0,2,0.0,0.7,0.026350203970097397,1.0,0,1.0,0.5029940119760479,5.0
1,3,1.0,0.1,0.06126910389787832,0.0,6,0.0,0.8562874251497006,2.0
0,2,0.0,0.3,0.020494603087853534,1.0,0,1.0,0.4550898203592814,3.0
0,3,1.0,0.3,0.014736595553647064,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.6,0.05074854097944684,1.0,1,0.0,0.49101796407185627,4.0
1,2,1.0,0.1,0.05123650771963383,1.0,2,0.0,0.4311377245508982,2.0
0,2,0.0,0.2,0.020494603087853534,1.0,0,1.0,0.4431137724550898,2.0
0,2,0.0,0.4,0.023968926277984894,1.0,0,1.0,0.46706586826347307,3.0
0,3,1.0,0.3,0.028204477582807957,0.0,1,0.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.030253937891593308,1.0,1,0.0,0.8922155688622755,3.0
0,2,0.0,0.4,0.020494603087853534,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.3,0.013916811430132922,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.014111998126207718,1.0,0,1.0,0.9101796407185628,3.0
0,1,0.0,0.6,0.175668026467316,1.0,2,0.0,0.03592814371257485,4.0
0,3,1.0,0.3,0.015185524954619093,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.3,0.028302070930845354,1.0,2,0.0,0.4550898203592814,3.0
1,1,0.0,0.5,0.10257060878730506,1.0,2,0.0,0.029940119760479042,4.0
0,2,0.0,0.7,0.05074854097944684,1.0,1,0.0,0.5029940119760479,5.0
0,3,0.0,0.3,0.014151035465422677,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.4,0.020416528409423613,0.0,2,0.0,0.9101796407185628,3.0
0,1,0.0,0.8,0.05182206780785822,1.0,0,1.0,0.04790419161676647,5.0
0,3,0.0,0.4,0.031425058068042085,1.0,1,0.0,0.9101796407185628,3.0
0,3,1.0,0.5,0.03944723127671618,1.0,2,0.0,0.9281437125748503,4.0
1,3,1.0,0.4,0.02976597115140632,1.0,2,0.0,0.9101796407185628,3.0
1,1,1.0,0.3,0.15458786329123808,1.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.4,0.16883649210469814,1.0,0,1.0,0.023952095808383235,3.0
1,1,1.0,0.4,1.0,1.0,0,1.0,0.023952095808383235,3.0
1,2,1.0,0.6,0.05074854097944684,1.0,1,0.0,0.49101796407185627,4.0
0,3,0.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.0,0.06126910389787832,1.0,6,0.0,0.8383233532934131,1.0
0,1,0.0,0.7,0.15546620342357464,1.0,2,0.0,0.041916167664670656,5.0
0,1,0.0,0.5,0.0,1.0,0,1.0,0.029940119760479042,4.0
0,3,1.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.5,0.020494603087853534,1.0,0,1.0,0.47904191616766467,4.0
0,3,0.0,0.2,0.07746959967208635,1.0,5,0.0,0.874251497005988,2.0
1,3,0.0,0.3,0.015185524954619093,1.0,1,0.0,0.8922155688622755,3.0
1,1,1.0,0.7,0.2995335037963812,1.0,1,0.0,0.041916167664670656,5.0
1,1,1.0,0.4,0.26473171588624517,1.0,0,1.0,0.023952095808383235,3.0
0,1,0.0,0.3,0.060507875783186615,0.0,0,1.0,0.017964071856287425,3.0
1,3,0.0,0.3,0.0,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.5,0.03806140573458513,0.0,1,0.0,0.47904191616766467,4.0
0,1,0.0,0.5,0.057970448734214274,1.0,1,0.0,0.029940119760479042,4.0
1,3,1.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.8,0.1521675482599106,1.0,1,0.0,0.04790419161676647,5.0
0,3,1.0,0.6,0.015126968945796654,1.0,0,1.0,0.9461077844311377,4.0
0,2,0.0,0.3,0.0,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.1,0.05685788456658794,0.0,5,0.0,0.8562874251497006,2.0
1,3,1.0,0.4,0.0395253059551461,1.0,2,0.0,0.9101796407185628,3.0
0,3,0.0,0.8,0.015126968945796654,0.0,0,1.0,0.9820359281437125,5.0
0,3,0.0,0.4,0.01532215564187145,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.2,0.018542736127105577,1.0,0,1.0,0.874251497005988,2.0
1,3,0.0,0.2,0.015712529034021042,1.0,0,1.0,0.874251497005988,2.0
0,1,0.0,0.3,0.05074854097944684,1.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.4,0.016903167880077292,0.0,0,1.0,0.9101796407185628,3.0
1,3,0.0,0.4,0.018542736127105577,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
1,2,0.0,0.5,0.02537427048972342,0.0,0,1.0,0.47904191616766467,4.0
1,3,1.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.3,0.15390470985497628,1.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.2,0.1777760427849238,0.0,1,0.0,0.011976047904191617,2.0
0,2,0.0,0.5,0.025140046454433667,1.0,0,1.0,0.47904191616766467,4.0
0,3,1.0,0.3,0.017274022602619406,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015419748989908848,0.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.05410575215193333,1.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
0,1,1.0,0.0,0.29580543790135266,0.0,3,0.0,0.0,1.0
1,1,0.0,0.3,0.05953194230281264,0.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.6,0.48312611012433393,0.0,1,0.0,0.03592814371257485,4.0
1,3,1.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.3,0.04538090683738996,1.0,2,0.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.0,1.0,0,1.0,0.874251497005988,2.0
1,2,1.0,0.3,0.024105556965237248,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.3,0.29580543790135266,0.0,3,0.0,0.017964071856287425,3.0
1,1,1.0,0.3,0.2164230086077333,1.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.2,0.21255831202545233,1.0,1,0.0,0.011976047904191617,2.0
0,2,0.0,0.4,0.04684480705795093,1.0,1,0.0,0.46706586826347307,3.0
1,1,1.0,0.4,0.1111197860753811,0.0,0,1.0,0.023952095808383235,3.0
1,1,1.0,0.3,0.16231725645579997,1.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.2,0.5121308531610486,0.0,4,0.0,0.011976047904191617,2.0
0,2,1.0,0.3,0.05074854097944684,1.0,2,0.0,0.4550898203592814,3.0
0,3,0.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
0,2,0.0,0.5,0.05123650771963383,1.0,2,0.0,0.47904191616766467,4.0
1,3,1.0,0.3,0.01532215564187145,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.3,0.05074854097944684,1.0,1,0.0,0.4550898203592814,3.0
